station,valid,tmpc,relh,wet_bulb_temp,hour
VABV,2018-01-01 09:00:00+05:30,18.0,51.98,12.2271701611723,9
VABV,2018-01-01 09:30:00+05:30,19.0,48.83,12.687412998115487,9
VABV,2018-01-01 10:30:00+05:30,20.0,45.88,13.141344567868746,10
VABV,2018-01-01 16:30:00+05:30,27.0,36.79,17.424581849816906,16
VABV,2018-01-01 17:30:00+05:30,26.0,44.52,17.965970449364438,17
VABV,2018-01-01 19:00:00+05:30,23.0,60.67,17.79875501516778,19
VABV,2018-01-02 09:00:00+05:30,17.0,51.72,11.32783548020112,9
VABV,2018-01-02 09:30:00+05:30,18.0,55.63,12.67856171588635,9
VABV,2018-01-02 10:30:00+05:30,21.0,56.38,15.426580302175065,10
VABV,2018-01-02 16:30:00+05:30,26.0,47.52,18.459090654296627,16
VABV,2018-01-02 17:30:00+05:30,25.0,50.43,18.064737200151033,17
VABV,2018-01-02 18:00:00+05:30,25.0,53.8,18.580166187528878,18
VABV,2018-01-03 09:30:00+05:30,21.0,49.37,14.471926706986036,9
VABV,2018-01-03 18:30:00+05:30,24.0,57.12,18.189830790929882,18
VABV,2018-01-04 16:30:00+05:30,27.0,44.8,18.849132994790182,16
VABV,2018-01-04 17:30:00+05:30,26.0,44.52,17.965970449364438,17
VABV,2018-01-04 18:00:00+05:30,25.0,50.43,18.064737200151033,18
VABV,2018-01-04 18:30:00+05:30,24.0,57.12,18.189830790929882,18
VABV,2018-01-05 17:30:00+05:30,25.0,41.42,16.622104424101966,17
VABV,2018-01-06 09:30:00+05:30,19.0,63.82,14.586762736209774,9
VABV,2018-01-06 16:30:00+05:30,25.0,36.22,15.732835312878382,16
VABV,2018-01-06 17:30:00+05:30,25.0,36.22,15.732835312878382,17
VABV,2018-01-06 18:30:00+05:30,23.0,46.71,15.79102038248439,18
VABV,2018-01-07 18:00:00+05:30,25.0,33.85,15.309553726712728,18
VABV,2018-01-08 09:00:00+05:30,15.0,54.86,9.945300149098735,9
VABV,2018-01-08 09:30:00+05:30,16.0,55.12,10.85481413895277,9
VABV,2018-01-09 09:00:00+05:30,17.0,72.38,13.76263898045405,9
VABV,2018-01-09 09:30:00+05:30,19.0,63.82,14.586762736209774,9
VABV,2018-01-09 10:00:00+05:30,20.0,64.04,15.526560189027059,10
VABV,2018-01-09 10:30:00+05:30,22.0,56.63,16.34630821807711,10
VABV,2018-01-09 16:30:00+05:30,26.0,47.52,18.459090654296627,16
VABV,2018-01-09 17:30:00+05:30,26.0,50.69,18.967556191082586,17
VABV,2018-01-09 18:00:00+05:30,25.0,57.36,19.113532278876278,18
VABV,2018-01-09 18:30:00+05:30,25.0,61.13,19.667760289899725,18
VABV,2018-01-09 19:30:00+05:30,23.0,64.69,18.353265282642727,19
VABV,2018-01-10 09:00:00+05:30,21.0,60.21,15.936105451510652,9
VABV,2018-01-10 09:30:00+05:30,22.0,56.63,16.34630821807711,9
VABV,2018-01-10 17:30:00+05:30,27.0,47.79,19.353063681038027,17
VABV,2018-01-10 18:00:00+05:30,26.0,54.05,19.494261064949995,18
VABV,2018-01-10 19:30:00+05:30,24.0,60.9,18.732467427155193,19
VABV,2018-01-11 09:00:00+05:30,19.0,68.15,15.121314225705493,9
VABV,2018-01-11 09:30:00+05:30,20.0,68.35,16.07237681662159,9
VABV,2018-01-11 10:30:00+05:30,23.0,46.71,15.79102038248439,10
VABV,2018-01-11 16:30:00+05:30,27.0,41.97,18.35937492168669,16
VABV,2018-01-11 17:30:00+05:30,27.0,41.97,18.35937492168669,17
VABV,2018-01-11 18:00:00+05:30,26.0,47.52,18.459090654296627,18
VABV,2018-01-11 18:30:00+05:30,25.0,53.8,18.580166187528878,18
VABV,2018-01-12 18:00:00+05:30,26.0,54.05,19.494261064949995,18
VABV,2018-01-12 18:30:00+05:30,25.0,57.36,19.113532278876278,18
VABV,2018-01-13 09:30:00+05:30,23.0,64.69,18.353265282642727,9
VABV,2018-01-13 16:30:00+05:30,28.0,37.07,18.273956719320392,16
VABV,2018-01-14 09:30:00+05:30,23.0,53.29,16.756303118058042,9
VABV,2018-01-14 10:00:00+05:30,23.0,53.29,16.756303118058042,10
VABV,2018-01-14 18:00:00+05:30,31.0,33.29,19.861847683022773,18
VABV,2018-01-15 09:00:00+05:30,22.0,60.44,16.866631516006322,9
VABV,2018-01-15 09:30:00+05:30,23.0,60.67,17.79875501516778,9
VABV,2018-01-15 10:30:00+05:30,25.0,57.36,19.113532278876278,10
VABV,2018-01-15 16:30:00+05:30,31.0,40.41,21.343908822117765,16
VABV,2018-01-15 17:30:00+05:30,31.0,37.9,20.83724923358179,17
VABV,2018-01-15 19:00:00+05:30,30.0,40.14,20.476424786245826,19
VABV,2018-01-16 16:30:00+05:30,31.0,27.29,18.483873649020094,16
VABV,2018-01-16 17:30:00+05:30,30.0,33.01,19.026504493432405,17
VABV,2018-01-16 18:00:00+05:30,29.0,37.35,19.126218190840188,18
VABV,2018-01-16 18:30:00+05:30,28.0,42.25,19.23279507595301,18
VABV,2018-01-16 19:30:00+05:30,27.0,41.97,18.35937492168669,19
VABV,2018-01-17 09:00:00+05:30,23.0,56.88,17.267878177206903,9
VABV,2018-01-17 09:30:00+05:30,23.0,60.67,17.79875501516778,9
VABV,2018-01-17 10:30:00+05:30,25.0,50.43,18.064737200151033,10
VABV,2018-01-17 18:00:00+05:30,27.0,44.8,18.849132994790182,18
VABV,2018-01-18 16:30:00+05:30,29.0,32.73,18.194284583318144,16
VABV,2018-01-18 17:30:00+05:30,28.0,42.25,19.23279507595301,17
VABV,2018-01-18 19:30:00+05:30,26.0,41.69,17.488582634029136,19
VABV,2018-01-19 17:00:00+05:30,28.0,34.69,17.812940501150628,17
VABV,2018-01-19 17:30:00+05:30,27.0,39.3,17.884291522537882,17
VABV,2018-01-20 16:30:00+05:30,30.0,28.9,18.119769581746517,16
VABV,2018-01-20 17:30:00+05:30,30.0,33.01,19.026504493432405,17
VABV,2018-01-21 18:00:00+05:30,29.0,37.35,19.126218190840188,18
VABV,2018-01-22 09:00:00+05:30,20.0,49.1,13.578536638939557,9
VABV,2018-01-22 09:30:00+05:30,21.0,43.13,13.589683223368596,9
VABV,2018-01-22 10:00:00+05:30,22.0,40.57,14.03213172737825,10
VABV,2018-01-22 10:30:00+05:30,23.0,35.66,14.054810177911744,10
VABV,2018-01-22 16:30:00+05:30,29.0,34.97,18.653506835536593,16
VABV,2018-01-22 17:30:00+05:30,27.0,44.8,18.849132994790182,17
VABV,2018-01-22 18:30:00+05:30,26.0,54.05,19.494261064949995,18
VABV,2018-01-22 19:30:00+05:30,25.0,61.13,19.667760289899725,19
VABV,2018-01-22 20:30:00+05:30,25.0,41.42,16.622104424101966,20
VABV,2018-01-23 09:00:00+05:30,20.0,72.92,16.64641088782407,9
VABV,2018-01-23 09:30:00+05:30,21.0,68.55,17.024678975851533,9
VABV,2018-01-23 10:30:00+05:30,23.0,56.88,17.267878177206903,10
VABV,2018-01-23 16:30:00+05:30,29.0,24.99,16.474284750767204,16
VABV,2018-01-23 17:30:00+05:30,25.0,47.25,17.567414396641848,17
VABV,2018-01-23 18:00:00+05:30,25.0,50.43,18.064737200151033,18
VABV,2018-01-23 18:30:00+05:30,24.0,46.98,16.67805191317238,18
VABV,2018-01-23 19:30:00+05:30,23.0,46.71,15.79102038248439,19
VABV,2018-01-24 09:00:00+05:30,18.0,55.63,12.67856171588635,9
VABV,2018-01-24 09:30:00+05:30,19.0,55.88,13.592695670551805,9
VABV,2018-01-25 09:00:00+05:30,18.0,45.32,11.3863086891811,9
VABV,2018-01-25 10:30:00+05:30,21.0,43.13,13.589683223368596,10
VABV,2018-01-25 16:30:00+05:30,27.0,18.42,13.45868009760909,16
VABV,2018-01-25 17:30:00+05:30,26.0,24.19,14.139148623517642,17
VABV,2018-01-26 09:30:00+05:30,18.0,51.98,12.2271701611723,9
VABV,2018-01-26 18:00:00+05:30,27.0,26.22,15.305104552886302,18
VABV,2018-01-27 09:00:00+05:30,18.0,45.32,11.3863086891811,9
VABV,2018-01-27 09:30:00+05:30,19.0,45.6,12.262572353275338,9
VABV,2018-01-27 16:30:00+05:30,27.0,26.22,15.305104552886302,16
VABV,2018-01-27 17:30:00+05:30,27.0,22.81,14.535919809195157,17
VABV,2018-01-27 18:30:00+05:30,26.0,24.19,14.139148623517642,18
VABV,2018-01-28 09:00:00+05:30,18.0,45.32,11.3863086891811,9
VABV,2018-01-29 09:30:00+05:30,20.0,37.32,11.931078059552714,9
VABV,2018-01-29 16:30:00+05:30,30.0,23.59,16.84572000779776,16
VABV,2018-01-29 17:30:00+05:30,29.0,28.63,17.31193022767818,17
VABV,2018-01-29 18:00:00+05:30,28.0,32.46,17.367248755888472,18
VABV,2018-01-29 18:30:00+05:30,27.0,34.41,16.97540739476917,18
VABV,2018-01-30 16:30:00+05:30,32.0,24.11,18.403870064666265,16
VABV,2018-01-30 17:30:00+05:30,31.0,29.18,18.933258730774114,17
VABV,2018-01-30 18:30:00+05:30,29.0,39.86,19.609651228797723,18
VABV,2018-01-31 16:30:00+05:30,33.0,18.56,17.501069583153193,16
VABV,2018-01-31 17:30:00+05:30,33.0,15.05,16.352121284542974,17
VABV,2018-01-31 18:00:00+05:30,32.0,17.09,16.37958530436715,18
VABV,2018-02-01 16:30:00+05:30,32.0,19.64,17.155770149805576,16
VABV,2018-02-01 17:30:00+05:30,31.0,25.52,18.048330328361065,17
VABV,2018-02-01 18:00:00+05:30,30.0,28.9,18.119769581746517,18
VABV,2018-02-01 19:30:00+05:30,27.0,41.97,18.35937492168669,19
VABV,2018-02-02 06:30:00+05:30,18.0,63.6,13.64842424839767,6
VABV,2018-02-02 07:30:00+05:30,19.0,59.74,14.078628244822333,7
VABV,2018-02-02 09:00:00+05:30,22.0,49.64,15.36756700659484,9
VABV,2018-02-02 16:30:00+05:30,28.0,51.21,20.779464768809795,16
VABV,2018-02-02 17:30:00+05:30,28.0,45.07,19.73303753601753,17
VABV,2018-02-02 18:00:00+05:30,27.0,47.79,19.353063681038027,18
VABV,2018-02-02 19:30:00+05:30,26.0,57.6,20.038972519028892,19
VABV,2018-02-03 09:30:00+05:30,22.0,46.43,14.90488051437502,9
VABV,2018-02-03 16:30:00+05:30,29.0,26.76,16.888704367014462,16
VABV,2018-02-03 17:30:00+05:30,27.0,32.18,16.541312149358976,17
VABV,2018-02-04 09:00:00+05:30,19.0,55.88,13.592695670551805,9
VABV,2018-02-04 09:30:00+05:30,20.0,49.1,13.578536638939557,9
VABV,2018-02-04 16:30:00+05:30,31.0,20.79,16.80240834622196,16
VABV,2018-02-04 17:30:00+05:30,30.0,27.03,17.685767762731327,17
VABV,2018-02-04 19:30:00+05:30,28.0,28.36,16.507435625323186,19
VABV,2018-02-05 09:00:00+05:30,21.0,49.37,14.471926706986036,9
VABV,2018-02-05 09:30:00+05:30,21.0,52.77,14.938999263604867,9
VABV,2018-02-05 10:30:00+05:30,23.0,49.9,16.26397443184774,10
VABV,2018-02-05 16:30:00+05:30,29.0,37.35,19.126218190840188,16
VABV,2018-02-05 17:30:00+05:30,29.0,51.47,21.6885260854464,17
VABV,2018-02-05 18:30:00+05:30,27.0,57.84,20.96614146846061,18
VABV,2018-02-05 19:30:00+05:30,26.0,61.36,20.604625201226845,19
VABV,2018-02-06 09:00:00+05:30,22.0,64.48,17.410503407251287,9
VABV,2018-02-06 09:30:00+05:30,22.0,60.44,16.866631516006322,9
VABV,2018-02-06 10:30:00+05:30,23.0,56.88,17.267878177206903,10
VABV,2018-02-06 16:30:00+05:30,24.0,53.55,17.667988906294962,16
VABV,2018-02-06 17:30:00+05:30,24.0,53.55,17.667988906294962,17
VABV,2018-02-06 18:00:00+05:30,24.0,53.55,17.667988906294962,18
VABV,2018-02-07 09:00:00+05:30,21.0,56.38,15.426580302175065,9
VABV,2018-02-07 09:30:00+05:30,21.0,60.21,15.936105451510652,9
VABV,2018-02-07 16:30:00+05:30,30.0,27.03,17.685767762731327,16
VABV,2018-02-07 17:30:00+05:30,29.0,30.62,17.74747537240236,17
VABV,2018-02-07 18:30:00+05:30,28.0,37.07,18.273956719320392,18
VABV,2018-02-07 19:00:00+05:30,27.0,39.3,17.884291522537882,19
VABV,2018-02-08 09:00:00+05:30,21.0,32.72,12.013909542983875,9
VABV,2018-02-08 09:30:00+05:30,21.0,32.72,12.013909542983875,9
VABV,2018-02-08 10:30:00+05:30,25.0,23.93,13.36959191303741,10
VABV,2018-02-08 16:30:00+05:30,29.0,15.25,13.876462192676591,16
VABV,2018-02-08 17:30:00+05:30,28.0,18.67,14.191841445787208,17
VABV,2018-02-08 18:00:00+05:30,27.0,21.25,14.165505245631667,18
VABV,2018-02-09 10:30:00+05:30,23.0,35.66,14.054810177911744,10
VABV,2018-02-09 16:30:00+05:30,29.0,18.91,14.926328148524323,16
VABV,2018-02-09 18:00:00+05:30,27.0,28.08,15.704208484812451,18
VABV,2018-02-09 18:30:00+05:30,26.0,29.79,15.30620660106404,18
VABV,2018-02-09 19:00:00+05:30,25.0,33.85,15.309553726712728,19
VABV,2018-02-09 19:30:00+05:30,24.0,31.34,14.082906544144734,19
VABV,2018-02-10 10:30:00+05:30,24.0,50.17,17.164027477882605,10
VABV,2018-02-10 16:30:00+05:30,27.0,44.8,18.849132994790182,16
VABV,2018-02-10 17:30:00+05:30,27.0,44.8,18.849132994790182,17
VABV,2018-02-10 19:30:00+05:30,24.0,50.17,17.164027477882605,19
VABV,2018-02-12 09:30:00+05:30,21.0,60.21,15.936105451510652,9
VABV,2018-02-12 16:30:00+05:30,27.0,30.07,16.11732208227074,16
VABV,2018-02-12 17:30:00+05:30,27.0,30.07,16.11732208227074,17
VABV,2018-02-12 18:00:00+05:30,26.0,34.13,16.140935640851264,18
VABV,2018-02-12 19:30:00+05:30,25.0,44.25,17.086941405150323,19
VABV,2018-02-13 16:30:00+05:30,30.0,27.03,17.685767762731327,16
VABV,2018-02-13 18:00:00+05:30,28.0,32.46,17.367248755888472,18
VABV,2018-02-14 09:30:00+05:30,24.0,50.17,17.164027477882605,9
VABV,2018-02-14 16:30:00+05:30,29.0,37.35,19.126218190840188,16
VABV,2018-02-14 17:30:00+05:30,28.0,39.58,18.745599040753422,17
VABV,2018-02-15 09:32:00+05:30,23.0,46.71,15.79102038248439,9
VABV,2018-02-15 16:30:00+05:30,32.0,31.45,20.218156694070448,16
VABV,2018-02-15 17:30:00+05:30,31.0,27.29,18.483873649020094,17
VABV,2018-02-15 18:00:00+05:30,30.0,30.9,18.568545762864527,18
VABV,2018-02-16 09:30:00+05:30,22.0,46.43,14.90488051437502,9
VABV,2018-02-16 16:30:00+05:30,32.0,19.64,17.155770149805576,16
VABV,2018-02-16 17:30:00+05:30,30.0,27.03,17.685767762731327,17
VABV,2018-02-17 09:30:00+05:30,25.0,33.85,15.309553726712728,9
VABV,2018-02-17 16:30:00+05:30,32.0,22.53,17.977313663099896,16
VABV,2018-02-17 17:30:00+05:30,31.0,22.27,17.206389735549223,17
VABV,2018-02-17 18:00:00+05:30,30.0,25.26,17.260752152218018,18
VABV,2018-02-17 18:30:00+05:30,30.0,25.26,17.260752152218018,18
VABV,2018-02-17 19:30:00+05:30,27.0,39.3,17.884291522537882,19
VABV,2018-02-17 20:30:00+05:30,26.0,39.02,17.025752256717947,20
VABV,2018-02-17 21:30:00+05:30,25.0,44.25,17.086941405150323,21
VABV,2018-02-18 09:00:00+05:30,22.0,46.43,14.90488051437502,9
VABV,2018-02-18 09:30:00+05:30,24.0,35.94,14.892326627947039,9
VABV,2018-02-18 16:30:00+05:30,32.0,18.33,16.763570888456833,16
VABV,2018-02-18 17:30:00+05:30,31.0,19.4,16.409736138532335,17
VABV,2018-02-18 18:30:00+05:30,29.0,26.76,16.888704367014462,18
VABV,2018-02-18 19:30:00+05:30,28.0,37.07,18.273956719320392,19
VABV,2018-02-19 09:00:00+05:30,24.0,35.94,14.892326627947039,9
VABV,2018-02-19 09:30:00+05:30,24.0,35.94,14.892326627947039,9
VABV,2018-02-19 10:30:00+05:30,25.0,33.85,15.309553726712728,10
VABV,2018-02-19 16:30:00+05:30,32.0,24.11,18.403870064666265,16
VABV,2018-02-19 17:30:00+05:30,31.0,25.52,18.048330328361065,17
VABV,2018-02-19 18:30:00+05:30,30.0,30.9,18.568545762864527,18
VABV,2018-02-19 19:30:00+05:30,27.0,47.79,19.353063681038027,19
VABV,2018-02-19 20:30:00+05:30,26.0,50.69,18.967556191082586,20
VABV,2018-02-20 09:00:00+05:30,23.0,49.9,16.26397443184774,9
VABV,2018-02-20 09:30:00+05:30,27.0,34.41,16.97540739476917,9
VABV,2018-02-20 10:30:00+05:30,29.0,30.62,17.74747537240236,10
VABV,2018-02-20 16:30:00+05:30,34.0,21.54,19.08887425738798,16
VABV,2018-02-20 17:30:00+05:30,34.0,18.8,18.245458794183534,17
VABV,2018-02-20 18:30:00+05:30,32.0,25.79,18.841928943862825,18
VABV,2018-02-21 08:30:00+05:30,22.0,56.63,16.34630821807711,8
VABV,2018-02-21 09:30:00+05:30,25.0,47.25,17.567414396641848,9
VABV,2018-02-21 10:30:00+05:30,29.0,34.97,18.653506835536593,10
VABV,2018-02-21 16:30:00+05:30,34.0,16.37,17.44481559672402,16
VABV,2018-02-21 17:30:00+05:30,33.0,24.37,19.18831564824776,17
VABV,2018-02-21 18:30:00+05:30,32.0,27.56,19.28776771695993,18
VABV,2018-02-22 06:00:00+05:30,23.0,46.71,15.79102038248439,6
VABV,2018-02-22 06:30:00+05:30,22.0,49.64,15.36756700659484,6
VABV,2018-02-22 09:00:00+05:30,24.0,46.98,16.67805191317238,9
VABV,2018-02-22 09:30:00+05:30,26.0,44.52,17.965970449364438,9
VABV,2018-02-22 16:30:00+05:30,34.0,21.54,19.08887425738798,16
VABV,2018-02-22 17:30:00+05:30,33.0,22.78,18.749142625810713,17
VABV,2018-02-22 18:30:00+05:30,32.0,27.56,19.28776771695993,18
VABV,2018-02-22 19:30:00+05:30,31.0,35.53,20.343628493781196,19
VABV,2018-02-23 09:30:00+05:30,27.0,36.79,17.424581849816906,9
VABV,2018-02-23 16:30:00+05:30,33.0,22.78,18.749142625810713,16
VABV,2018-02-23 17:30:00+05:30,33.0,22.78,18.749142625810713,17
VABV,2018-02-23 18:00:00+05:30,32.0,25.79,18.841928943862825,18
VABV,2018-02-24 09:00:00+05:30,23.0,46.71,15.79102038248439,9
VABV,2018-02-24 09:30:00+05:30,25.0,47.25,17.567414396641848,9
VABV,2018-02-24 10:30:00+05:30,27.0,54.3,20.410261511087565,10
VABV,2018-02-24 17:30:00+05:30,32.0,31.45,20.218156694070448,17
VABV,2018-02-24 18:30:00+05:30,31.0,31.17,19.390627558651442,18
VABV,2018-02-24 19:30:00+05:30,29.0,39.86,19.609651228797723,19
VABV,2018-02-24 20:30:00+05:30,28.0,45.07,19.73303753601753,20
VABV,2018-02-25 16:30:00+05:30,34.0,24.63,19.976292075545786,16
VABV,2018-02-25 18:00:00+05:30,33.0,27.83,20.095054420837073,18
VABV,2018-02-25 18:30:00+05:30,32.0,33.56,20.69804768777717,18
VABV,2018-02-25 19:30:00+05:30,30.0,40.14,20.476424786245826,19
VABV,2018-02-26 16:30:00+05:30,36.0,18.02,19.319688514100836,16
VABV,2018-02-26 17:30:00+05:30,35.0,23.3,20.309287201916664,17
VABV,2018-02-26 18:00:00+05:30,34.0,26.31,20.434350120961764,18
VABV,2018-02-26 18:30:00+05:30,33.0,29.72,20.565477359579607,18
VABV,2018-02-27 09:30:00+05:30,27.0,41.97,18.35937492168669,9
VABV,2018-02-27 16:30:00+05:30,36.0,20.62,20.183365046139162,16
VABV,2018-02-27 19:30:00+05:30,31.0,35.53,20.343628493781196,19
VABV,2018-02-28 16:30:00+05:30,36.0,20.62,20.183365046139162,16
VABV,2018-02-28 17:30:00+05:30,35.0,21.79,19.858391091234665,17
VABV,2018-02-28 18:00:00+05:30,34.0,24.63,19.976292075545786,18
VABV,2018-02-28 19:00:00+05:30,33.0,26.05,19.63644582947005,19
VABV,2018-03-01 09:00:00+05:30,26.0,36.51,16.578119350826693,9
VABV,2018-03-01 09:30:00+05:30,27.0,34.41,16.97540739476917,9
VABV,2018-03-01 16:30:00+05:30,36.0,20.62,20.183365046139162,16
VABV,2018-03-01 17:30:00+05:30,35.0,23.3,20.309287201916664,17
VABV,2018-03-01 18:00:00+05:30,34.0,24.63,19.976292075545786,18
VABV,2018-03-01 18:30:00+05:30,33.0,24.37,19.18831564824776,18
VABV,2018-03-02 09:30:00+05:30,29.0,28.63,17.31193022767818,9
VABV,2018-03-02 16:30:00+05:30,34.0,21.54,19.08887425738798,16
VABV,2018-03-02 17:30:00+05:30,34.0,21.54,19.08887425738798,17
VABV,2018-03-02 18:00:00+05:30,33.0,22.78,18.749142625810713,18
VABV,2018-03-02 19:30:00+05:30,30.0,37.62,19.979337498264734,19
VABV,2018-03-03 09:00:00+05:30,27.0,34.41,16.97540739476917,9
VABV,2018-03-03 09:30:00+05:30,28.0,30.35,16.93180700884066,9
VABV,2018-03-03 10:30:00+05:30,30.0,28.9,18.119769581746517,10
VABV,2018-03-03 16:30:00+05:30,33.0,26.05,19.63644582947005,16
VABV,2018-03-03 18:00:00+05:30,32.0,24.11,18.403870064666265,18
VABV,2018-03-04 09:30:00+05:30,28.0,32.46,17.367248755888472,9
VABV,2018-03-04 17:30:00+05:30,33.0,22.78,18.749142625810713,17
VABV,2018-03-04 18:00:00+05:30,32.0,25.79,18.841928943862825,18
VABV,2018-03-04 18:30:00+05:30,30.0,40.14,20.476424786245826,18
VABV,2018-03-04 19:30:00+05:30,29.0,39.86,19.609651228797723,19
VABV,2018-03-04 20:30:00+05:30,28.0,39.58,18.745599040753422,20
VABV,2018-03-05 09:00:00+05:30,25.0,53.8,18.580166187528878,9
VABV,2018-03-05 09:30:00+05:30,26.0,50.69,18.967556191082586,9
VABV,2018-03-05 12:30:00+05:30,31.0,40.41,21.343908822117765,12
VABV,2018-03-05 16:30:00+05:30,32.0,27.56,19.28776771695993,16
VABV,2018-03-05 19:00:00+05:30,31.0,29.18,18.933258730774114,19
VABV,2018-03-06 16:30:00+05:30,35.0,14.44,17.39562051820824,16
VABV,2018-03-06 17:30:00+05:30,35.0,14.44,17.39562051820824,17
VABV,2018-03-06 18:00:00+05:30,34.0,16.37,17.44481559672402,18
VABV,2018-03-06 20:30:00+05:30,30.0,42.8,20.98554693201192,20
VABV,2018-03-07 09:30:00+05:30,27.0,32.18,16.541312149358976,9
VABV,2018-03-07 16:30:00+05:30,34.0,28.1,20.905699714404612,16
VABV,2018-03-07 17:30:00+05:30,34.0,26.31,20.434350120961764,17
VABV,2018-03-07 18:00:00+05:30,33.0,29.72,20.565477359579607,18
VABV,2018-03-07 18:30:00+05:30,32.0,33.56,20.69804768777717,18
VABV,2018-03-07 21:30:00+05:30,28.0,54.55,21.328155601804912,21
VABV,2018-03-08 16:30:00+05:30,35.0,24.89,20.76776290375421,16
VABV,2018-03-08 17:30:00+05:30,35.0,23.3,20.309287201916664,17
VABV,2018-03-09 16:30:00+05:30,32.0,29.45,19.747744584872127,16
VABV,2018-03-09 18:00:00+05:30,31.0,35.53,20.343628493781196,18
VABV,2018-03-10 09:00:00+05:30,24.0,53.55,17.667988906294962,9
VABV,2018-03-10 16:30:00+05:30,34.0,24.63,19.976292075545786,16
VABV,2018-03-10 17:30:00+05:30,34.0,24.63,19.976292075545786,17
VABV,2018-03-10 18:30:00+05:30,33.0,27.83,20.095054420837073,18
VABV,2018-03-10 19:00:00+05:30,32.0,29.45,19.747744584872127,19
VABV,2018-03-10 19:30:00+05:30,31.0,40.41,21.343908822117765,19
VABV,2018-03-11 09:00:00+05:30,26.0,39.02,17.025752256717947,9
VABV,2018-03-11 09:30:00+05:30,27.0,41.97,18.35937492168669,9
VABV,2018-03-11 16:30:00+05:30,35.0,19.04,18.993650656466958,16
VABV,2018-03-11 18:00:00+05:30,35.0,20.38,19.422464211858735,18
VABV,2018-03-11 18:30:00+05:30,32.0,27.56,19.28776771695993,18
VABV,2018-03-11 19:30:00+05:30,30.0,37.62,19.979337498264734,19
VABV,2018-03-12 09:00:00+05:30,25.0,47.25,17.567414396641848,9
VABV,2018-03-12 09:30:00+05:30,25.0,47.25,17.567414396641848,9
VABV,2018-03-12 16:30:00+05:30,35.0,21.79,19.858391091234665,16
VABV,2018-03-12 18:30:00+05:30,34.0,20.13,18.662107320572517,18
VABV,2018-03-13 09:00:00+05:30,26.0,47.52,18.459090654296627,9
VABV,2018-03-13 09:30:00+05:30,26.0,47.52,18.459090654296627,9
VABV,2018-03-13 16:30:00+05:30,35.0,20.38,19.422464211858735,16
VABV,2018-03-13 17:30:00+05:30,35.0,21.79,19.858391091234665,17
VABV,2018-03-13 18:00:00+05:30,35.0,21.79,19.858391091234665,18
VABV,2018-03-13 18:30:00+05:30,31.0,40.41,21.343908822117765,18
VABV,2018-03-14 09:00:00+05:30,26.0,31.9,15.71858881737899,9
VABV,2018-03-14 09:30:00+05:30,27.0,26.22,15.305104552886302,9
VABV,2018-03-14 16:30:00+05:30,33.0,17.32,17.108030829412865,16
VABV,2018-03-14 17:30:00+05:30,33.0,18.56,17.501069583153193,17
VABV,2018-03-14 18:00:00+05:30,32.0,18.33,16.763570888456833,18
VABV,2018-03-14 18:30:00+05:30,32.0,19.64,17.155770149805576,18
VABV,2018-03-15 16:30:00+05:30,34.0,26.31,20.434350120961764,16
VABV,2018-03-15 17:30:00+05:30,33.0,27.83,20.095054420837073,17
VABV,2018-03-15 18:00:00+05:30,32.0,31.45,20.218156694070448,18
VABV,2018-03-15 18:30:00+05:30,32.0,29.45,19.747744584872127,18
VABV,2018-03-16 16:30:00+05:30,34.0,16.37,17.44481559672402,16
VABV,2018-03-16 17:30:00+05:30,34.0,17.55,17.840317861178292,17
VABV,2018-03-16 18:30:00+05:30,33.0,19.89,17.908559451688095,18
VABV,2018-03-16 19:30:00+05:30,32.0,19.64,17.155770149805576,19
VABV,2018-03-17 16:30:00+05:30,35.0,15.49,17.779436535494177,16
VABV,2018-03-17 17:30:00+05:30,35.0,14.44,17.39562051820824,17
VABV,2018-03-17 18:00:00+05:30,35.0,14.44,17.39562051820824,18
VABV,2018-03-17 18:30:00+05:30,34.0,14.23,16.691870806457292,18
VABV,2018-03-18 09:30:00+05:30,28.0,34.69,17.812940501150628,9
VABV,2018-03-18 16:30:00+05:30,34.0,26.31,20.434350120961764,16
VABV,2018-03-18 17:30:00+05:30,34.0,26.31,20.434350120961764,17
VABV,2018-03-18 18:00:00+05:30,33.0,27.83,20.095054420837073,18
VABV,2018-03-18 18:30:00+05:30,33.0,29.72,20.565477359579607,18
VABV,2018-03-18 19:30:00+05:30,32.0,33.56,20.69804768777717,19
VABV,2018-03-19 16:30:00+05:30,35.0,21.79,19.858391091234665,16
VABV,2018-03-19 17:30:00+05:30,34.0,26.31,20.434350120961764,17
VABV,2018-03-19 18:00:00+05:30,33.0,27.83,20.095054420837073,18
VABV,2018-03-20 09:30:00+05:30,27.0,54.3,20.410261511087565,9
VABV,2018-03-20 16:30:00+05:30,34.0,20.13,18.662107320572517,16
VABV,2018-03-20 17:30:00+05:30,34.0,18.8,18.245458794183534,17
VABV,2018-03-20 18:00:00+05:30,34.0,18.8,18.245458794183534,18
VABV,2018-03-20 18:30:00+05:30,33.0,21.29,18.323011868001473,18
VABV,2018-03-21 16:30:00+05:30,34.0,15.27,17.063817728382503,16
VABV,2018-03-21 17:30:00+05:30,32.0,29.45,19.747744584872127,17
VABV,2018-03-21 18:00:00+05:30,31.0,31.17,19.390627558651442,18
VABV,2018-03-21 18:30:00+05:30,31.0,22.27,17.206389735549223,18
VABV,2018-03-22 09:30:00+05:30,27.0,50.95,19.87247011460794,9
